Event Date,Event Time,Duration,City,State,Country,Lat,Lon,TotalObservers,Summary,NumShips,Shape,NUFORC Note,Explanation,Certainty
3/15/2020,21:30:00,20-30,Burnaby (Canada),BC,Canada,49.2488091,-122.9805104,7,"This evening my husband took our dogs out side in our back yard facing north towards the mountains.   ((""Starlink"" satellites??))",200,Formation,,,
8/15/1968,19:00:00,5 minutes,St. Laurent (Canada),QC,Canada,45.5025757,-73.706127,3,"Dear Mr. Davenport : A couple weeks back, on Jeff Rense’s radio show, you asked people to come forward with their testimonies, even if ",100,Formation,Date in August 1968 is approximate.  PD,,
3/20/2012,20:30:00,2 minutes,Montreal (Canada),QC,Canada,45.5018869,-73.5673919,1,100+ UFOs in a V-shaped formation,100,Other,,,
2/20/2020,06:05:00,11 minutes,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,1,"String of white lights travelling single file uniformly spaced.  ((""Starlink"" satellites??))",100,Light,,,
5/15/2001,18:30:00,10 min.,St. Thomas (Canada),ON,Canada,42.7777214,-81.1826527,5,Aliens prepared to protect themselves from other aliens,91,Oval,Witness indicates that the date of the sighting is approximate.  PD,,
6/30/2001,19:00:00,5 min.,St. Thomas (Canada),ON,Canada,42.7777214,-81.1826527,5,This big ship had 90 smaller ships surrouding it for protection.,91,Formation,Witness indicates that the date of the sighting is approximate.  PD,,
3/15/2020,21:15:00,10-15 minutes,Lake Cowichan (Canada),BC,Canada,48.8258118,-124.054167,2,"Belt of satellite-like stars 100-ish, two moved perpendicular to belt.  Lasted 10-15 mins.  ((Starlink satellites))",90,Sphere,,,
5/24/2015,21:55:00,1 minute,Ancaster (Canada),ON,Canada,43.2177791,-79.9872835,2,Orange fireball going from the the south west to the north east.,90,Fireball,,,
9/30/2022,20:10:00,approx. 10 min.,victoria,BC,Canada,48.4284207,-123.3656444,2,"long line of lights following each other, but not like pics from Space x photos these werte seperate white lights , no solid line !",80,Circle,,,
10/19/2013,20:05:00,15-20 minutes,Riverview (Canada),NB,Canada,46.0612537,-64.8052183,2,Slow-moving red/orange lights.,75,Light,Witness elects to remain totally anonymous; provides no contact information.  PD,,
3/16/2020,09:05:00,5 minutes,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,25,"Flash of light, steady stream of bright lights over Victoria . There were 60-70 crafts. Bright White line  .((Starlink satellites))",70,Light,,,
5/1/2020,21:10:00,one hour +,Oshawa (Canada),ON,Canada,43.8970929,-78.8657912,1,Witnessed 65 + slow star like objects -  first 3 separate directions  ((Starlink satellites?)),65,Light,,,
12/28/2019,18:15:00,10 minutes,Cremona (Canada),AB,Canada,51.5446259,-114.4922309,4,"Unexplained row of 80 or more perfectly spaced lights cross Highway 22/  ((""Starlink"" satellites))",60,Light,,,
8/24/2013,15:30:00,10 minutes,Chateauguay (Canada),QC,Canada,45.3601589,-73.7494033,5,Over 50 bright little white lights were spotted in the East. After 10 minutes they shot in the air and disappeared.,50,Light,,,
6/15/1998,01:00:00,2hrs,Port Perry (Canada),ON,Canada,44.1050454,-78.944148,5,MANY LIGHTS,50,Light,,,
12/28/2019,19:30:00,15 minutes,Saskatoon (Canada),SK,Canada,52.157902,-106.6701577,3,"((""Starlink"" satellites??))",50,Unknown,,,
6/18/1996,21:00:00,5 miutes,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,3,"Hot june night,out watching stars.I noticed what looked like two lights moving like they were at the end of a birds wings(bobbing up an",50,Other,"We wonder if the witnesses have ruled out high-flying migratory birds.  However, migratory birds should be in their traditional nesting areas by June.  PD",,
11/25/2019,05:00:00,20 minutes,Charleston Lake (Canada),ON,Canada,44.5340215,-75.998417,3,"This morning I woke up early and decided to go out to my deck to look up at the sky.((NUFORC Note:  ""Starlink"" satellites?  PD))",50,Light,,,
12/29/2019,18:45:00,10 minutes,Edson (Canada),AB,Canada,53.585422,-116.4337219,3,"Evenly spaced lights in the night sky flying high over head looking like stars.

No sounds kept coming over head from the tree line t",50,Light,,,
8/23/2020,23:00:00,15 minutes,London (Canada),ON,Canada,42.9849233,-81.2452768,3,Large flock of chevron-shaped UFOs appear after comet sighting,50,Chevron,,,
7/8/2022,22:30:00,Hours long,Clarington,ON,Canada,43.9345347,-78.6000336,2,Not starlink,50,Unknown,,,
5/1/2020,21:45:00,45 minutes,London (Canada),ON,Canada,42.9849233,-81.2452768,2,"35-50 moving stars, majority moving NW to SE in a line. 6th sighting in 7 approx. weeks.",50,Sphere,,,
12/8/2010,00:00:00,1 hr,Fredericton (Canada),NB,Canada,45.9635895,-66.6431151,2,((HOAX??))  multiple object sightings,50,Disk,"We have written the source of the report, to inquire whether it was intended as a serious report, or a hoax.  PD",,
12/13/2024,07:00:00,About 30 min,Vancouver,BC,Canada,49.2890842,-123.1224997,2,Many craft flying in erratic patterns and sometimes in slight order. Some seemed to multiply from 1 light. 1 traveled overhead quickly.,50,Circle,,Unexplained,Possible
11/22/2012,21:30:00,~10 minutes,Ingersoll (Canada),ON,Canada,43.0381628,-80.884049,2,Multiple orange lights moving south to north 50+.,50,Circle,,,
1/3/2020,06:42:00,7 minutes,Kamloops (Kamloops),BC,Canada,50.674522,-120.3272674,1,"((""Starlink"" satellites??))",50,Other,,,
8/22/2007,23:00:00,1 hour,Vancouver (Canada),BC,Canada,49.2827291,-123.1207375,1,Counted 50 moving star-ships in skies over Vancouver BC with some in formation and others moving across sky.,50,Formation,,,
3/30/2020,20:00:00,40 minutes,Regina (Canada),SK,Canada,50.4452112,-104.6188944,9,">45-50 plus lights seen in Regina sky some in formation the rest in what seemed like a planned flight plan!  ((""STARlink"" satellites??",45,Light,,,
3/10/2020,19:30:00,15 minutes,Northwestern Ontario (Canada),ON,Canada,47.6275758,-79.7891665,20,"From W to Et  a  row of lights  in the sky , none of them were blinking  all in a straight line.  ((Starlink satellites))",40,Other,,,
5/7/2021,23:00:00,2 minutes,Mattawa (Canada),ON,Canada,46.31748,-78.702193,2,approx 40 starlight formation some traveling in pairs and some single but in a straight line over the town of Mattawa approx at 11pm.,40,Formation,,,
10/3/2012,03:00:00,20 minutes,Fenwick (Canada),NS,Canada,45.0778473,-63.5466822,2,"I noticed that several other star sized lights were moving in the same direction, There was too many to count there was over 40.",40,Circle,,,
5/25/2019,12:30:00,3 minutes,Saint John (Canada),NB,Canada,45.2733153,-66.0633081,1,"On May 25th, at 12:30am , near Sandy Point on the Kennebecasis river. I saw a long line of lights cross the top of the sky, around the",40,Light,,,
4/12/2020,05:00:00,15 minutes,Surrey (Canada),BC,Canada,49.1913466,-122.8490125,2,I noticed at first 3 lights flying above me at slow speed. Then i noticed 8 more behind them.  ((Starlink satellites?)),38,Circle,,,
4/6/2021,21:00:00,8 minutes,Victoria,BC,Canada,48.4284207,-123.3656444,2,Witnessed oval shaped light first appear as a shooting star from due south at 50 degrees above horizon heading north. Object changed di,37,Oval,,,
11/25/2019,05:55:00,3-5 minutes,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,2,"Multiple (few dozen?) ;satellites in-line formation, gliding through sky in same direction.((NUFORC Note:  ""Starlink"" satellites?  PD))",36,Light,,,
3/28/2020,21:00:00,10 minutes,Kinistino (Canada),SK,Canada,52.9518312,-105.0307621,2,Moving string of flying objects.  ((Starlink satellites)),36,Formation,,,
3/18/2020,21:00:00,5 minutes,Cochrane (Canada),ON,Canada,49.0650259,-81.0299298,2,Wwe noticed lights coming from the West travelling SE.  ((Starlink satellites)),35,Formation,,,
2/17/2006,00:00:00,ON GOING,Coquitlam (Canada),BC,Canada,49.2837626,-122.7932065,10,"Flashing red, blue and white ""stars"" at home over Coquitlam, BC",30,Flash,Witness indicates that the date of the event is approximate.  PD,,
7/24/2012,17:30:00,10 minutes,Oakville (Canada),ON,Canada,43.467517,-79.6876659,7,30+ slowly flying fireballs in the sky (second time witness),30,Fireball,,,
3/17/2020,19:00:00,Still happening,Baysville (Canada),ON,Canada,45.1487505,-79.1163707,6,I noticed a fast moving light going across the sky then counted 25 more behind it.  ((Starlink satellites)),30,Light,,,
5/1/2020,22:00:00,2 hours,Dundalk (Canada),ON,Canada,44.167665,-80.393568,5,multiple white lights flying in a slow almost orbiting pattern very high upon the sky,30,Orb,,,
1/1/2020,19:00:00,15 minutes,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,5,"We watched as a row of lights equal distance apart travelled across the sky and disappeared.  ((""Starlink"" satellites??))",30,Light,,,
8/2/2008,22:00:00,5 minutes,Gravenhurst (Canada),ON,Canada,44.919643,-79.3741834,4,"At end of fireworks, 30-40 objects,2 squadrons of 15-20 each, 1 single rear guard, bright orange,haze glow, pear or cone shape",30,Cone,Witness elects to remain totally anonymous;  provides no contact information.  PD,,
5/13/2015,15:00:00,3 minutes,Edmonton (Canada),AB,Canada,53.5460983,-113.4937266,3,"Seen “pods” of about 5-10 In each, small triangle shape that were very bright/white, and there were about five separate “pods” of them.",30,Triangle,,,
11/5/2012,21:00:00,45 minutes,Pickering (Canada),ON,Canada,43.8384117,-79.0867579,3,"At least 30 orange lights travel silently, in a straight line, over the night sky of Pickering, Ontario, Canada",30,Oval,,,
4/18/2020,09:45:00,20 minutes,Regina (Canada),SK,Canada,50.4452112,-104.6188944,3,We seen well over 30-40 lights some super bright some not way to high to be planes flew in strait line.  ((Starlink satellites)),30,Light,,,
4/25/2020,21:39:00,21:40,Cole Harbour (Canada),NS,Canada,44.6726512,-63.4782503,3,Strange Light Formation spotted on back deck.  ((Spacelink satellites?)),30,Formation,,,
12/27/2019,17:50:00,7 minutes,Thunder Bay (Canada),ON,Canada,48.3808951,-89.2476823,2,"Seen around 30 lights, perfectly spaced from one another and in a perfect line heading ENE.  ((""Spacelink satellites??))",30,Sphere,,,
2/23/1999,01:15:00,13 Mins.,Kingston (Canada),ON,Canada,44.231345,-76.4809694,2,Several various sized orbs along with elongated objects. I have film.,30,Orb,,,
2/20/2020,05:05:00,10-15 minutes,Ignace (Canada),ON,Canada,49.415946,-91.658744,2,"A long line of lights flying in single file heading north.  ((""Starlink"" satellites??))",30,Light,,,
6/10/2016,22:30:00,3-5 minutes,Sharron (Canada),ON,Canada,44.1024927,-79.4310052,2,Star like objects moving across the sky.,30,Light,,,
7/29/2023,21:30:00,2 hours,Calgary,AB,Canada,51.0447331,-114.0718831,2,Lights all over night sky moving erratically,30,Light,,Unexplained,Possible
7/2/2005,23:00:00,45 minutes,Windsor (Canada),ON,Canada,42.3149367,-83.0363633,2,"They were lights - no sound;  At first there was 1, then another 1.  then came 7 lights in formation - this first group of 3 sightings",30,Formation,,,
1/29/2020,19:00:00,Still going,Peterborough (Canada),ON,Canada,44.3047061,-78.3199606,2,"A straight line of U F O's heading from west to east in the north sky.  They were evenly spaced.  ((""Starlink"" satellites??))",30,Formation,,,
3/18/2020,21:15:00,10 minutes,Vancouver (Canada),BC,Canada,49.2827291,-123.1207375,2,Similar brightness to satellites over 30 circular lights moving slowly in a singular line from W to SE.   ((Starlink satellites)),30,Circle,,,
12/5/2019,06:30:00,15 minutes,High River (Canada),AB,Canada,50.5767481,-113.8715613,1,Line of Lights in the early morning sky.  ((NUFORC Note:  Possible Starlink satellites.  PD)),30,Unknown,,,
9/18/2020,05:30:00,5+ minutes,Winnipeg (Canada),MB,Canada,49.8954221,-97.1385145,1,Many white dots following in a row.,30,Other,,,
12/8/2019,06:00:00,10 min.,Moncton,NB,Canada,46.0878165,-64.7782313,1,Long stream of lights,30,Light,,,
4/20/2020,22:15:00,15 minutes,Ponton (Canada),MB,Canada,53.7608608,-98.8138763,1,"Line of over 30 flying aircraft lights seen travelling, equal distance and speed, west to east, single file.  ((Starlink satellites))",30,Light,,,
9/12/2003,20:45:00,15 seconds,Regina (Canada),SK,Canada,50.4452112,-104.6188944,1,HBCCUFO CANADIAN REPORT:  Approx 30 or so lights or so all in triangular patterns,30,Light,,,
12/28/2019,18:25:00,2-3 minutes,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,1,"I noticed what appeared to be a satellite traveling/  ((""Starlink"" satellites??))",30,Light,,,
4/16/2020,17:00:00,2 minutes,Castlegar (Canada),BC,Canada,49.3237408,-117.6593341,1,Stepped ouside and saw over 30 lights moving fast in various formations.  ((Starlink satellites)),30,Light,,,
1/31/2020,06:55:00,5 minutes,Blaine Lake (Canada),SK,Canada,52.8297257,-106.8801788,1,"Large straight formation of lights resembling stars moving E. across the sky N. of Saskatoon, more lights merging in/on to W. tail.",30,Formation,,,
5/28/2021,23:13:00,1-2 minutes,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,1,over 30 bright round unidentified craft traveling fast.,30,Circle,,,
4/18/2020,21:30:00,45 minutes,Regina (Canada),SK,Canada,50.4452112,-104.6188944,1,25 to 30 golden balls in sky or shine to them all in a verticle line.  ((Starlink satellites)),30,Circle,,,
9/11/2009,00:00:00,the past fourteen years,Hagersville,ON,Canada,42.9598903,-80.0522861,1,they show up in the sky when i want they move up and down for yes and left and right for no they also live with me and communicate,30,Circle,,,
12/3/2019,06:00:00,1/2 hour,Broadview (Canada),SK,Canada,50.3780625,-102.5790671,4,"Saw in a very long line going east, about 25 objects. They were traveling at almost the same pace.  ((NUFORC Note:  Satellites?  PD))",25,Formation,,,
4/19/2020,18:00:00,10 minutes,Grand Falls (Canada),NB,Canada,47.0479934,-67.7399015,3,25 flying objects became brighter at some point like going out of atmosphere. Lasted 10min and no noise,25,Orb,,,
4/30/2017,22:00:00,2 hours,Engen/Vanderhoof (Canada),BC,Canada,54.0324799,-124.2922694,3,Numerous star-like lights moving in all directions. spanning across the night sky.,25,Light,Source of report indicates that the date of the sighting is approximate.  PD),,
3/18/2020,21:00:00,20 minutes,Timmins (Canada),ON,Canada,48.4758208,-81.3304953,3,Many lights passing over head same direction.  ((Starlink satellites)),25,Light,,,
1/1/2020,17:30:00,4-5 minutes,Kelowna (Canada),BC,Canada,49.8863235,-119.4965917,2,"First 15 were on the same course and spaced very even.  ((""Spacelink"" satellites??)",25,Unknown,,,
1/5/2020,18:30:00,1 minute,Cleveland (Canada),QC,Canada,45.6666669,-72.083333,2,"The lights were coming from over the southern horizon over Richmond, Quebec.  ((""Starlink"" satellites??))",25,Light,,,
4/19/2020,21:00:00,30 minutes,Stratford (Canada),ON,Canada,43.3700007,-80.9822286,2,"Points of light, evenly spaced...about a mile apart.  ((Starlink satellites?))",25,Formation,,,
4/14/1983,05:15:00,5 minutes,Mission (Canada),BC,Canada,49.1329272,-122.3261603,1,"I just read a few reports on formation sightings and one report is almost identical to mine.  ((""Starlink"" satellites??))",25,Formation,,,
12/22/2019,19:25:00,20 minutes,Aylmer (Canada),ON,Canada,42.7729381,-80.9828842,5,A strait line of ufo going from the horizon to the sky when they reached high altitude they disappeared ((Starlink satellites?)),24,Circle,,,
8/19/2022,21:45:00,30 seconds,Montreal,QC,Canada,45.5018869,-73.5673919,1,Saw two rows of light near each other flying at a approx 45 degree angle into the clouds,24,Other,,,
5/12/2012,01:00:00,02:30,Regina (Canada),SK,Canada,50.4452112,-104.6188944,4,"We were out on a grid road, Were were watching orbs sit and then some weird flashes started coming out of them, One red orb fell so we",23,Changing,,,
4/19/2020,21:00:00,15 minutes,Vankleek Hill (Canada),ON,Canada,45.5196512,-74.6522016,3,Sitting in the hottub to look up at 20+ star-like objects (first assumption satellite) flying EQUAL distance ((Starlink satellites?)),23,Light,,,
11/24/2019,05:15:00,3-4 minuites,Grimsby (Canada),ON,Canada,43.1942126,-79.5624195,1,"23 white lights evenly spaced flying in a row flying over Lake Ontario. ((NUFORC Note:  ""Starlink"" satellites?  PD))",23,Light,,,
11/21/2012,19:06:00,2 hours,Vancouver (Canada),BC,Canada,49.2827291,-123.1207375,3,"Small, faint lights that fly above cloud line changing direction and speed.",22,Rectangle,,,
4/7/2020,22:00:00,15 minutes,New Westminster,BC,Canada,49.2057179,-122.910956,1,"Points of Light Travelling Across the sky.  ((""Starlink"" satellites??))",22,Circle,,,
8/16/2019,11:14:00,60 minutes,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,67,"((HOAX))  The UFO flew over our local park and everyone freaked out, i documented everything.  ((anonymous report))",21,Diamond,Witness elects to remain totally anonymous; provides no contact information.  PD,,
4/14/2020,05:00:00,10 minutes,Nanaimo (Canada),BC,Canada,49.1658836,-123.9400647,2,A line of what appeared to be stars travelling from NW to SE above Nanaimo. ((Starlink satellites)),21,Light,,,
10/30/2024,19:26:00,5 minutes,Calgary,AB,Canada,51.1607911,-113.9443657,1,"I was watching a moving object looking like a star, moved straight then zig zaged.",21,Star,,Starlink,Possible
11/7/2012,19:45:00,30 minutes,Newmarket (Canada),ON,Canada,44.059187,-79.461256,8,"Last night as I drove down my street in Newmarket, Ontario,  I saw multiple bright orange/red lights across the sky in the distance.",20,Sphere,Witness elects to remain totally anonymous; provides little contact information.  PD,,
6/17/2012,22:30:00,everynight from june18-23,Mirimichi (Canada),NB,Canada,47.0295709,-65.5059061,8,"Blue,red and bright white lights appearing in the Miramichi, New Brunswick sky for a solid week this june 2012",20,Changing,,,
7/17/2020,23:55:00,3 nights,"Bridge Lake, Lone Butte (Canada)",BC,Canada,51.5232966,-120.7444729,7,"July 17-20, 2020, Lone Butte, BC: (after 11:55 pm)  Myself and 6 friends were staying at a cabin up in Bridge Lake in Lone Butte Canad",20,Circle,,,
4/23/2008,01:00:00,2 HOURS,Montreal (Canada),QC,Canada,45.5018869,-73.5673919,6,20-30 moving lights in Montreal Canada.,20,Other,,,
5/26/2012,23:00:00,20 mins,Burlington (Canada),ON,Canada,43.3255196,-79.7990319,5,Unidentified red lights in the sky,20,Light,,,
1/20/2017,19:00:00,20 minutes,Wakefield (Canada),QC,Canada,45.6411034,-75.9284651,5,20 lights moving west to east disappearing at the same spot.,20,Light,,,
7/13/2013,22:30:00,10 minutes,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,5,20 Gold lights. Formation over Ottawa.,20,Formation,,,
5/14/2022,21:34:00,5 minutes,Guelph,ON,Canada,43.5448048,-80.2481666,4,Multiple ufo sightings,20,Orb,,Unexplained,Possible
10/20/2022,22:04:00,20 mins each object,Sydney mines,NS,Canada,46.242273,-60.2306134,3,All shapes and sizes of craft,20,Triangle,,,
1/3/2022,18:40:00,,Collingwood (Canada),ON,Canada,44.5007687,-80.2169047,3,Husband and kids tobogganing saw a whole bunch of little lights that looked like stars but they were moving,20,Circle,,,
11/25/2019,03:30:00,Till daylight,Houston,BC,Canada,54.3979972,-126.6482087,2,There was a big bright colored triangle object hovering so wwe went to go look at it closer and thats when we noticed another and another,20,Triangle,,,
9/25/2013,20:20:00,25 minutes,Winsdor (Harrow) (Canada),ON,Canada,42.0091363,-82.9759999,2,"Bright flashing red/white sphere seen by 2 local business owners, just outside Windsor ON",20,Sphere,,,
10/26/2013,22:30:00,30 minutes,Windsor (Canada),ON,Canada,42.3149367,-83.0363633,2,20 medium sized orbs that glided from north to north east. The orbs made no sound.,20,Orb,,,
10/8/2014,22:00:00,10 minutes,South River (Canada),ON,Canada,45.8410378,-79.3795728,2,at least 20 lights in a row.   ((Starlink satellites)),20,Light,,,
8/10/2013,21:30:00,10 minutes,Burlington (Canada),ON,Canada,43.3255196,-79.7990319,2,"We arrived at the lake in our city, specifically Sioux Look Out Park in Burlington, Ontario.  Approximately 20-25 orange oval lights we",20,Light,,,
11/5/2012,21:10:00,15 minutes+,Pickering (Canada),ON,Canada,43.8384117,-79.0867579,2,"Orange light balls over Pickering, Ontario, November 5, 2012.",20,Light,,,
3/26/2020,21:00:00,10 minutes,Oromocto (Canada),NB,Canada,45.8486646,-66.481286,2,"Unidentified “Social Distancing”?!Just saw a succession of about 20 individual lights, appearing N  ((""Starlink"" satellites??))",20,Light,,,
12/29/2019,18:50:00,15 minutes,Cochrane (Canada),AB,Canada,51.1917439,-114.4667528,2,"Fleet of UFO's pass over Cochrane, Ab.  ((""Spacelink"" satellites??))",20,Light,,,
1/17/2020,18:30:00,15 minutes,Hawkesbury (Canada),ON,Canada,45.6071264,-74.604189,2,"Strange string of lights in the sky.  ((""Starlink"" satellites??))",20,Light,,,
10/14/2020,05:55:00,6 minutes,Nanaimo (Canada),BC,Canada,49.1658836,-123.9400647,2,Line of bright lights traveling in a north eastern direction in British Columbia.  ((Starlin satellites?)),20,Formation,,,
9/12/2020,22:00:00,"Unsure, few minutes",Hamilton (Canada),ON,Canada,43.2557206,-79.8711024,2,A series of orange star-like orbs moving in one direction,20,Formation,,,
1/30/2006,00:00:00,8 hours,Bragg Creek (Canada),AB,Canada,50.95174,-114.5692339,2,"At about 2am, A friend and I were awoken in his country home south of Bragg Creek. We heard a low humming noise and clattering against",20,Disk,,,
10/29/2022,22:00:00,Alll night most nighta,Orangeville,ON,Canada,43.9199788,-80.0943113,2,I have hundreds of photos and hdr photos using Astro cam,20,Circle,,,
7/3/2005,22:44:00,15 seconds,Toronto (Canada),ON,Canada,43.653226,-79.3831843,1,2 V formations fly north along dufferin St. in toronto comprised of glowing oval shaped objects,20,Oval,,,
4/28/2020,23:15:00,15 minutes,Courtenay (Canada),BC,Canada,49.6841391,-124.9904493,1,"I watched them go by, they seem to be approximately the same distance apart. In a line. T ((Starlink satellites?))",20,Light,,,
12/13/2024,18:58:00,3 1/2 hours,London,ON,Canada,42.9912233,-81.1988634,1,I saw many large drones & then a giant bright spotlight appeared and hovered over my yard silently for about 40min before leaving.,20,Light,"The audio tracks from these videos have been removed at the witness's request.   In the originals, the witness can be heard desccribing a ""massive"" lit up craft hovering over her house, a spotlight shining down on the house, and a group of smaller drones floating around in the distance.",Drone,Possible
8/14/2020,00:00:00,30 seconds,Merritt (Canada),BC,Canada,50.1113079,-120.7862222,1,3 this am about 15 to20 objects flew from west to east across my house. ((Starlink satellites??)),20,Formation,,,
11/28/2002,06:20:00,1 minute,Pender Island (Canada),BC,Canada,48.7866869,-123.2893996,1,Satellite re-entry?,20,Fireball,Reported to be re-entering space debris.  We are grateful to all of those who submitted reports.  PD,,
7/12/2005,02:30:00,,Winnipeg (Canada),MB,Canada,49.8954221,-97.1385145,1,sitting in a field. when all of a sudden.,20,Disk,Witness elects to remain totally anonymous.  PD,,
1/17/2020,19:00:00,10 minutes,Lansdowne (Canada),ON,Canada,44.4057559,-76.0182619,2,"A straight line of non-blinking single lights.  ((""Starlink"" satellites??))",19,Light,,,
6/26/2013,22:45:00,10 minutes,London (Canada),ON,Canada,42.9849233,-81.2452768,2,Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,19,Fireball,,,
1/26/2020,20:17:00,8 minutes,Cochrane (Canada),AB,Canada,51.1917439,-114.4667528,4,"String on various lights on sky flying on straight line and disappearing one by one on the same spot.  ((""Starlink satellites??))",18,Unknown,,,
4/18/2020,21:00:00,11 minutes,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,3,"18 consecutive lights, following a course, some swirling in a circular patterns.  ((Starlink satellites?))",18,Formation,,,
10/4/2020,20:42:00,2 hours,Lachine (Canada),QC,Canada,45.4418914,-73.6925307,2,"1. Looked like a ball of fire with it's circumference flickering slighly.

 2. With in a two hour span i sighted approx. 19 of  the o",18,Fireball,,,
1/13/2007,18:40:00,45 sec,Laval (Canada),QC,Canada,45.6066487,-73.712409,1,"2 UFO ""geese"" formations over Canada",18,Formation,,,
4/10/2020,22:00:00,15 min,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,Saw multiple (15) lights following eachother on the same trajectory.  ((Starlink satellites)),17,Light,,,
4/30/2003,21:45:00,40 minute event,Terrace (Canada),BC,Canada,54.5181925,-128.603154,2,HBCCUFO CANADIAN REPORT:  17 objects all over the sky,17,Light,"We express our gratitude to Mr. Brian Vike for sharing this report, and many others, with NUFORC.  For Canadian reports, we recommend you visit his website, indicated above.  PD",,
8/4/2013,21:00:00,10 minutes,St. Thomas (Canada),ON,Canada,42.7777214,-81.1826527,20,Orange circles in loose triangle formation,16,Formation,,,
1/24/2003,21:00:00,30 min,Winnipeg (Canada),MB,Canada,49.8954221,-97.1385145,2,"I was on my balcony having a smoke, and happened to look to the North East. Thats when I say 3 objects movine across the sky towards th",16,Unknown,,,
2/25/2020,06:10:00,90 seconds,Calgary,AB,Canada,51.0447331,-114.0718831,1,"16 consecutive lights equidistant from each other.  ((""Spacelink"" satellites??))",16,Unknown,,,
5/8/2004,00:45:00,3 min,Conklin (Canada),AB,Canada,55.631388,-111.083884,1,16 lights,16,Triangle,,,
4/19/2020,04:30:00,5 minutes,Meeting Creek (Canada),AB,Canada,52.680855,-112.7301313,1,12 lights travelling equidistant from one another. Possible large craft sighting.  ((Starlink satellites?)),16,Light,,,
6/2/2013,00:55:00,1-2 minutes,Morden (Canada),MB,Canada,49.1922753,-98.114271,6,"A long line of bright orange lights flying low and fast.

In clusters of two or three. Silent. No noise. All following the first thre",15,Light,,,
3/1/2021,23:35:00,5 minutes,Port Elgin (Canada),ON,Canada,44.4340516,-81.3929413,4,UFO sighting behind my motel.,15,Light,,,
12/5/2014,21:30:00,30 minutes,Dartmouth (Canada),NS,Canada,44.6660885,-63.5675632,4,I went outside to my balcony to have a smoke and I looked up to the sky and saw 15 lights flashing and blinking. Some were hovering and,15,Light,,,
4/27/2020,23:00:00,one hour,Burnaby (Canada),BC,Canada,49.2488091,-122.9805104,3,Several star-like lights travelling across sky with one that sped up to avoid collision into another.  ((Starlink satellites?)),15,Light,,,
10/1/2012,11:20:00,45 minutes,Welland (Canada),ON,Canada,42.9921579,-79.2482555,3,Groups of 2 Orange/yellow balls shot through the sky in a set path and disappeared over and over,15,Fireball,,,
9/3/2002,21:00:00,continuous,Ingersoll (Canada),ON,Canada,43.0381628,-80.884049,2,"Dull to brilliant craft travelling across sky - no trails, no flashing lights, much faster than airplanes.  Never seen anything like it",15,Unknown,We suspect that the sightings are of satellites.  PD,,
7/23/2012,21:42:00,15-20 minute,Loretto (Canada),ON,Canada,44.0479482,-79.8901868,2,White and blue spheres hovering and then darting across the sky.,15,Sphere,,,
12/25/2019,07:00:00,4-5 minutes,Welling (Canada),AB,Canada,49.4787766,-112.7853441,2,"I notice a roll of orange orbs flying at the end of the orange orbs.  ((""Starlink"" satellites??))",15,Orb,,,
10/24/2014,06:55:00,20 seconds,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,2,Two Rows of flashing Lights in the sky.,15,Light,,,
9/3/2017,23:00:00,5-7 minutes,Delhi (Canada),ON,Canada,42.8526969,-80.4991954,2,15-20 brightly lit objects travelling in formation in the night sky.,15,Light,,,
4/6/2014,23:00:00,20 minutes,Grande Prairie (Canada),AB,Canada,55.170691,-118.7884808,2,Around 15 bright lights moving at a fast speed through out the sky,15,Light,Source of report indicates that the date of the incident is approximate.  PD,,
12/29/2019,19:30:00,5 minutes,Spruce Grove (Canada),AB,Canada,53.5412414,-113.9100733,2,"12 + lights flying in a straight line then dissapeared at the same spot.  ((""Starlink"" satellites??))",15,Light,,,
11/6/2022,17:11:00,,Kingston,ON,Canada,44.231345,-76.4809694,2,Took a picture of a very interesting looking cloud that resembles a tornado in the sky with a line up of unexplained lights above it.,15,Light,,,
4/15/2020,22:00:00,1 hour,Prince George (Canada),BC,Canada,53.9170641,-122.7496693,2,2 main ships in glow followed by 2 sets of formations travelling together in fuzzy white glow,15,Formation,,,
9/2/1998,02:00:00,30 min.,Flamborough (Canada),ON,Canada,43.3334074,-80.0843328,2,Viewed a v-formation of approx. 15 bright white lights in sky on Sept. 2 1998 at 2 a.m.,15,Formation,,,
6/8/2024,01:11:00,Approx.1 minute,McBride,BC,Canada,53.301347,-120.168461,2,A lime green line traveling south west towards north eastish,15,Formation,,Unexplained,Possible
8/3/2015,22:30:00,45 minutes,London (Canada),ON,Canada,42.9849233,-81.2452768,2,3 distinct sets of orange orbs floating slowly on same path across NE sky.,15,Fireball,,,
